epoch,step,train_loss_epoch,train_loss_step
79,79,,0.09270738810300827
79,79,0.09270738810300827,
80,80,,0.09386679530143738
80,80,0.09386679530143738,
81,81,,0.09450189769268036
81,81,0.09450189769268036,
82,82,,0.093733049929142
82,82,0.093733049929142,
83,83,,0.09223082661628723
83,83,0.09223082661628723,
84,84,,0.0948837623000145
84,84,0.0948837623000145,
85,85,,0.0934588685631752
85,85,0.0934588685631752,
86,86,,0.09073502570390701
86,86,0.09073502570390701,
87,87,,0.09287666529417038
87,87,0.09287666529417038,
88,88,,0.09359908849000931
88,88,0.09359908849000931,
89,89,,0.09380057454109192
89,89,0.09380057454109192,
90,90,,0.09113971889019012
90,90,0.09113971889019012,
91,91,,0.09076467901468277
91,91,0.09076467901468277,
92,92,,0.08858803659677505
92,92,0.08858803659677505,
93,93,,0.08953284472227097
93,93,0.08953284472227097,
94,94,,0.08801089227199554
94,94,0.08801089227199554,
95,95,,0.09195677936077118
95,95,0.09195677936077118,
96,96,,0.08722633868455887
96,96,0.08722633868455887,
97,97,,0.08969204872846603
97,97,0.08969204872846603,
98,98,,0.08920367807149887
98,98,0.08920367807149887,
99,99,,0.08597946912050247
99,99,0.08597946912050247,
100,100,,0.08656269311904907
100,100,0.08656269311904907,
101,101,,0.089472696185112
101,101,0.089472696185112,
102,102,,0.08480685949325562
102,102,0.08480685949325562,
103,103,,0.08608226478099823
103,103,0.08608226478099823,
104,104,,0.08605486899614334
104,104,0.08605486899614334,
105,105,,0.08622246980667114
105,105,0.08622246980667114,
106,106,,0.08805923163890839
106,106,0.08805923163890839,
107,107,,0.08628728240728378
107,107,0.08628728240728378,
108,108,,0.0871553048491478
108,108,0.0871553048491478,
109,109,,0.08538464456796646
109,109,0.08538464456796646,
110,110,,0.08638840168714523
110,110,0.08638840168714523,
111,111,,0.08787094056606293
111,111,0.08787094056606293,
112,112,,0.08456440269947052
112,112,0.08456440269947052,
113,113,,0.08345218747854233
113,113,0.08345218747854233,
114,114,,0.08401691913604736
114,114,0.08401691913604736,
115,115,,0.08743757009506226
115,115,0.08743757009506226,
116,116,,0.08597613126039505
116,116,0.08597613126039505,
117,117,,0.08577104657888412
117,117,0.08577104657888412,
118,118,,0.08348961174488068
118,118,0.08348961174488068,
119,119,,0.08375459909439087
119,119,0.08375459909439087,
120,120,,0.08612833172082901
120,120,0.08612833172082901,
121,121,,0.08401959389448166
121,121,0.08401959389448166,
122,122,,0.08336035162210464
122,122,0.08336035162210464,
123,123,,0.08352836966514587
123,123,0.08352836966514587,
124,124,,0.0847526267170906
124,124,0.0847526267170906,
125,125,,0.08285821229219437
125,125,0.08285821229219437,
126,126,,0.08205273747444153
126,126,0.08205273747444153,
127,127,,0.08443056792020798
127,127,0.08443056792020798,
128,128,,0.08300421386957169
128,128,0.08300421386957169,
129,129,,0.0830780640244484
129,129,0.0830780640244484,
130,130,,0.0832275003194809
130,130,0.0832275003194809,
131,131,,0.08195957541465759
131,131,0.08195957541465759,
132,132,,0.08392228186130524
132,132,0.08392228186130524,
133,133,,0.08249221742153168
133,133,0.08249221742153168,
134,134,,0.08279158920049667
134,134,0.08279158920049667,
135,135,,0.0819537490606308
135,135,0.0819537490606308,
136,136,,0.08222878724336624
136,136,0.08222878724336624,
137,137,,0.08232006430625916
137,137,0.08232006430625916,
138,138,,0.08212736994028091
138,138,0.08212736994028091,
139,139,,0.08144135028123856
139,139,0.08144135028123856,
140,140,,0.08046923577785492
140,140,0.08046923577785492,
141,141,,0.08143085241317749
141,141,0.08143085241317749,
142,142,,0.08261449635028839
142,142,0.08261449635028839,
143,143,,0.0798826664686203
143,143,0.0798826664686203,
144,144,,0.08177424222230911
144,144,0.08177424222230911,
145,145,,0.08283040672540665
145,145,0.08283040672540665,
146,146,,0.08168137073516846
146,146,0.08168137073516846,
147,147,,0.08088447898626328
147,147,0.08088447898626328,
148,148,,0.08030258864164352
148,148,0.08030258864164352,
149,149,,0.08175802230834961
149,149,0.08175802230834961,
150,150,,0.0809645876288414
150,150,0.0809645876288414,
151,151,,0.08003608882427216
151,151,0.08003608882427216,
152,152,,0.07882896810770035
152,152,0.07882896810770035,
153,153,,0.08080562204122543
153,153,0.08080562204122543,
154,154,,0.08092711120843887
154,154,0.08092711120843887,
155,155,,0.08010134100914001
155,155,0.08010134100914001,
156,156,,0.08073786646127701
156,156,0.08073786646127701,
157,157,,0.08192455768585205
157,157,0.08192455768585205,
158,158,,0.08237641304731369
158,158,0.08237641304731369,
159,159,,0.07984448224306107
159,159,0.07984448224306107,
160,160,,0.08047520369291306
160,160,0.08047520369291306,
161,161,,0.08074989169836044
161,161,0.08074989169836044,
162,162,,0.0818687155842781
162,162,0.0818687155842781,
