epoch,step,train/loss_box_reg_epoch,train/loss_box_reg_step,train/loss_classifier_epoch,train/loss_classifier_step,train/loss_objectness_epoch,train/loss_objectness_step,train/loss_rpn_box_reg_epoch,train/loss_rpn_box_reg_step,train/total_loss_epoch,train/total_loss_step
0,0,,0.0,,0.8643389344215393,,0.009519679471850395,,0.21688853204250336,,1.0907471179962158
0,0,0.0,,0.8643389344215393,,0.009519679471850395,,0.21688853204250336,,1.0907471179962158,
1,1,,0.0,,0.1920507550239563,,0.009599767625331879,,0.024063630029559135,,0.22571414709091187
1,1,0.0,,0.1920507550239563,,0.009599767625331879,,0.024063630029559135,,0.22571414709091187,
