epoch,step,train/loss_box_reg_epoch,train/loss_box_reg_step,train/loss_classifier_epoch,train/loss_classifier_step,train/loss_mask_epoch,train/loss_mask_step,train/loss_objectness_epoch,train/loss_objectness_step,train/loss_rpn_box_reg_epoch,train/loss_rpn_box_reg_step,train/total_loss_epoch,train/total_loss_step
0,0,,0.09417539089918137,,0.6937963366508484,,0.8012707829475403,,0.6810446381568909,,0.1124928742647171,,2.382779836654663
0,0,0.09417539089918137,,0.6937963366508484,,0.8012707829475403,,0.6810446381568909,,0.1124928742647171,,2.382779836654663,
1,1,,0.07534754276275635,,0.6931309700012207,,0.3168140649795532,,0.6832321882247925,,0.06746125221252441,,1.8359860181808472
1,1,0.07534754276275635,,0.6931309700012207,,0.3168140649795532,,0.6832321882247925,,0.06746125221252441,,1.8359860181808472,
2,2,,0.08708490431308746,,0.691882312297821,,0.24522389471530914,,0.6736205816268921,,0.025144901126623154,,1.7229565382003784
2,2,0.08708490431308746,,0.691882312297821,,0.24522389471530914,,0.6736205816268921,,0.025144901126623154,,1.7229565382003784,
3,3,,0.08712854236364365,,0.6901276707649231,,0.19832387566566467,,0.6870847940444946,,0.06740641593933105,,1.7300713062286377
3,3,0.08712854236364365,,0.6901276707649231,,0.19832387566566467,,0.6870847940444946,,0.06740641593933105,,1.7300713062286377,
4,4,,0.09607310593128204,,0.6878833770751953,,0.14620991051197052,,0.70036381483078,,0.2206583172082901,,1.8511886596679688
4,4,0.09607310593128204,,0.6878833770751953,,0.14620991051197052,,0.70036381483078,,0.2206583172082901,,1.8511886596679688,
5,5,,0.09358539432287216,,0.6852637529373169,,0.13223646581172943,,0.6555553674697876,,0.01996537297964096,,1.5866063833236694
5,5,0.09358539432287216,,0.6852637529373169,,0.13223646581172943,,0.6555553674697876,,0.01996537297964096,,1.5866063833236694,
6,6,,0.0785207748413086,,0.6822627782821655,,0.2084413468837738,,0.6971632838249207,,0.1399807184934616,,1.8063689470291138
6,6,0.0785207748413086,,0.6822627782821655,,0.2084413468837738,,0.6971632838249207,,0.1399807184934616,,1.8063689470291138,
7,7,,0.04087509959936142,,0.6787546873092651,,0.16874277591705322,,0.6784177422523499,,0.25840693712234497,,1.8251972198486328
7,7,0.04087509959936142,,0.6787546873092651,,0.16874277591705322,,0.6784177422523499,,0.25840693712234497,,1.8251972198486328,
8,8,,0.08848799020051956,,0.6754499077796936,,0.1713954210281372,,0.6466725468635559,,0.2593080699443817,,1.8413138389587402
8,8,0.08848799020051956,,0.6754499077796936,,0.1713954210281372,,0.6466725468635559,,0.2593080699443817,,1.8413138389587402,
9,9,,0.09575038403272629,,0.6748111248016357,,0.3939025104045868,,0.6544041633605957,,0.03796819597482681,,1.8568363189697266
9,9,0.09575038403272629,,0.6748111248016357,,0.3939025104045868,,0.6544041633605957,,0.03796819597482681,,1.8568363189697266,
10,10,,0.07530435919761658,,0.6745323538780212,,0.1333702951669693,,0.663945198059082,,0.1516675502061844,,1.6988197565078735
10,10,0.07530435919761658,,0.6745323538780212,,0.1333702951669693,,0.663945198059082,,0.1516675502061844,,1.6988197565078735,
11,11,,0.11457303911447525,,0.6739795207977295,,0.14490346610546112,,0.6072102785110474,,0.1655903458595276,,1.706256628036499
11,11,0.11457303911447525,,0.6739795207977295,,0.14490346610546112,,0.6072102785110474,,0.1655903458595276,,1.706256628036499,
12,12,,0.09095796197652817,,0.6737289428710938,,0.13705623149871826,,0.6753606796264648,,0.15207144618034363,,1.729175329208374
12,12,0.09095796197652817,,0.6737289428710938,,0.13705623149871826,,0.6753606796264648,,0.15207144618034363,,1.729175329208374,
13,13,,0.08532146364450455,,0.6731337308883667,,0.1353098750114441,,0.6405720710754395,,0.13121777772903442,,1.6655550003051758
13,13,0.08532146364450455,,0.6731337308883667,,0.1353098750114441,,0.6405720710754395,,0.13121777772903442,,1.6655550003051758,
14,14,,0.10410980135202408,,0.6724559664726257,,0.10806998610496521,,0.6585698127746582,,0.06779923290014267,,1.6110047101974487
14,14,0.10410980135202408,,0.6724559664726257,,0.10806998610496521,,0.6585698127746582,,0.06779923290014267,,1.6110047101974487,
15,15,,0.1097889170050621,,0.6718193888664246,,0.3244188725948334,,0.6647515296936035,,0.017504801973700523,,1.7882834672927856
15,15,0.1097889170050621,,0.6718193888664246,,0.3244188725948334,,0.6647515296936035,,0.017504801973700523,,1.7882834672927856,
16,16,,0.10106544941663742,,0.6716700196266174,,0.23333074152469635,,0.6380261778831482,,0.01980612240731716,,1.6638984680175781
16,16,0.10106544941663742,,0.6716700196266174,,0.23333074152469635,,0.6380261778831482,,0.01980612240731716,,1.6638984680175781,
17,17,,0.10552933067083359,,0.6714894771575928,,0.10676608234643936,,0.6381978988647461,,0.18344777822494507,,1.7054306268692017
17,17,0.10552933067083359,,0.6714894771575928,,0.10676608234643936,,0.6381978988647461,,0.18344777822494507,,1.7054306268692017,
18,18,,0.07604066282510757,,0.6719385981559753,,0.10573989897966385,,0.6653634309768677,,0.14690858125686646,,1.665991187095642
18,18,0.07604066282510757,,0.6719385981559753,,0.10573989897966385,,0.6653634309768677,,0.14690858125686646,,1.665991187095642,
19,19,,0.09765372425317764,,0.6713128685951233,,0.08426553010940552,,0.6481882929801941,,0.14123287796974182,,1.642653465270996
19,19,0.09765372425317764,,0.6713128685951233,,0.08426553010940552,,0.6481882929801941,,0.14123287796974182,,1.642653465270996,
