epoch,step,train/loss_box_reg_epoch,train/loss_box_reg_step,train/loss_classifier_epoch,train/loss_classifier_step,train/loss_mask_epoch,train/loss_mask_step,train/loss_objectness_epoch,train/loss_objectness_step,train/loss_rpn_box_reg_epoch,train/loss_rpn_box_reg_step,train/total_loss_epoch,train/total_loss_step
0,0,,0.0,,1.620073676109314,,,,0.010379625484347343,,0.1778073012828827,,1.8082605600357056
0,0,0.0,,1.620073676109314,,,,0.010379625484347343,,0.1778073012828827,,1.8082605600357056,
1,1,,0.0,,1.7630561590194702,,,,0.010740718804299831,,0.2570610046386719,,2.030857801437378
1,1,0.0,,1.7630561590194702,,,,0.010740718804299831,,0.2570610046386719,,2.030857801437378,
2,2,,0.0,,1.711982250213623,,,,0.01075444184243679,,0.2597943842411041,,1.9825310707092285
2,2,0.0,,1.711982250213623,,,,0.01075444184243679,,0.2597943842411041,,1.9825310707092285,
3,3,,0.0,,0.0,,0.0,,0.010369145311415195,,0.2361050844192505,,0.2464742362499237
3,3,0.0,,0.0,,0.0,,0.010369145311415195,,0.2361050844192505,,0.2464742362499237,
4,4,,0.0,,1.718390941619873,,,,0.010846046730875969,,0.09312999248504639,,1.8223669528961182
4,4,0.0,,1.718390941619873,,,,0.010846046730875969,,0.09312999248504639,,1.8223669528961182,
5,5,,0.0,,1.4964659214019775,,,,0.010414974763989449,,0.028606759384274483,,1.5354876518249512
5,5,0.0,,1.4964659214019775,,,,0.010414974763989449,,0.028606759384274483,,1.5354876518249512,
6,6,,0.0,,0.0,,0.0,,0.010572756640613079,,0.13049590587615967,,0.14106866717338562
6,6,0.0,,0.0,,0.0,,0.010572756640613079,,0.13049590587615967,,0.14106866717338562,
7,7,,0.0,,1.5250431299209595,,,,0.010549713857471943,,0.21123537421226501,,1.7468281984329224
7,7,0.0,,1.5250431299209595,,,,0.010549713857471943,,0.21123537421226501,,1.7468281984329224,
8,8,,0.0,,0.0,,0.0,,0.010223065502941608,,0.15358872711658478,,0.1638117879629135
8,8,0.0,,0.0,,0.0,,0.010223065502941608,,0.15358872711658478,,0.1638117879629135,
9,9,,0.0,,0.0,,0.0,,0.010729759000241756,,0.1727212518453598,,0.18345101177692413
9,9,0.0,,0.0,,0.0,,0.010729759000241756,,0.1727212518453598,,0.18345101177692413,
10,10,,0.0,,0.0,,0.0,,0.010894931852817535,,0.2625124156475067,,0.27340734004974365
10,10,0.0,,0.0,,0.0,,0.010894931852817535,,0.2625124156475067,,0.27340734004974365,
11,11,,0.0,,1.3669559955596924,,,,0.010622767731547356,,0.06065521389245987,,1.4382339715957642
11,11,0.0,,1.3669559955596924,,,,0.010622767731547356,,0.06065521389245987,,1.4382339715957642,
12,12,,0.0,,1.473091721534729,,,,0.010330677032470703,,0.04116246476769447,,1.5245848894119263
12,12,0.0,,1.473091721534729,,,,0.010330677032470703,,0.04116246476769447,,1.5245848894119263,
13,13,,0.0,,1.3273777961730957,,,,0.01498692762106657,,0.11249250173568726,,1.4548572301864624
13,13,0.0,,1.3273777961730957,,,,0.01498692762106657,,0.11249250173568726,,1.4548572301864624,
14,14,,0.0,,1.2064192295074463,,,,0.010545375756919384,,0.08798848092556,,1.3049530982971191
14,14,0.0,,1.2064192295074463,,,,0.010545375756919384,,0.08798848092556,,1.3049530982971191,
15,15,,0.0,,0.0,,0.0,,0.010611177422106266,,0.15489795804023743,,0.16550913453102112
15,15,0.0,,0.0,,0.0,,0.010611177422106266,,0.15489795804023743,,0.16550913453102112,
