epoch,step,train/loss_box_reg_epoch,train/loss_box_reg_step,train/loss_classifier_epoch,train/loss_classifier_step,train/loss_mask_epoch,train/loss_mask_step,train/loss_objectness_epoch,train/loss_objectness_step,train/loss_rpn_box_reg_epoch,train/loss_rpn_box_reg_step,train/total_loss_epoch,train/total_loss_step
0,0,,0.09837315231561661,,0.6713683009147644,,0.18788287043571472,,0.6741005182266235,,0.05175125598907471,,1.683476209640503
0,0,0.09837315231561661,,0.6713683009147644,,0.18788287043571472,,0.6741005182266235,,0.05175125598907471,,1.683476209640503,
1,1,,0.10623817145824432,,0.6706380248069763,,0.4173779785633087,,0.6602926254272461,,0.18407157063484192,,2.038618326187134
1,1,0.10623817145824432,,0.6706380248069763,,0.4173779785633087,,0.6602926254272461,,0.18407157063484192,,2.038618326187134,
2,2,,0.12076713144779205,,0.6693909168243408,,0.12212920933961868,,0.6595131158828735,,0.09561926126480103,,1.667419672012329
2,2,0.12076713144779205,,0.6693909168243408,,0.12212920933961868,,0.6595131158828735,,0.09561926126480103,,1.667419672012329,
3,3,,0.10819771140813828,,0.6678053736686707,,0.13745428621768951,,0.6580286622047424,,0.2087332308292389,,1.780219316482544
3,3,0.10819771140813828,,0.6678053736686707,,0.13745428621768951,,0.6580286622047424,,0.2087332308292389,,1.780219316482544,
4,4,,0.091616190969944,,0.6658854484558105,,0.15400098264217377,,0.6461718082427979,,0.12625794112682343,,1.6839323043823242
4,4,0.091616190969944,,0.6658854484558105,,0.15400098264217377,,0.6461718082427979,,0.12625794112682343,,1.6839323043823242,
5,5,,0.0993979349732399,,0.663352370262146,,0.20321500301361084,,0.6240650415420532,,0.3443394899368286,,1.9343698024749756
5,5,0.0993979349732399,,0.663352370262146,,0.20321500301361084,,0.6240650415420532,,0.3443394899368286,,1.9343698024749756,
6,6,,0.07982517778873444,,0.6607181429862976,,0.1233876645565033,,0.6203745603561401,,0.13631074130535126,,1.6206163167953491
6,6,0.07982517778873444,,0.6607181429862976,,0.1233876645565033,,0.6203745603561401,,0.13631074130535126,,1.6206163167953491,
7,7,,0.09706796705722809,,0.6576027274131775,,0.1119072362780571,,0.5986617207527161,,0.045057542622089386,,1.510297179222107
7,7,0.09706796705722809,,0.6576027274131775,,0.1119072362780571,,0.5986617207527161,,0.045057542622089386,,1.510297179222107,
8,8,,0.09585549682378769,,0.6539689898490906,,0.3146885931491852,,0.6105353236198425,,0.04910295456647873,,1.7241512537002563
8,8,0.09585549682378769,,0.6539689898490906,,0.3146885931491852,,0.6105353236198425,,0.04910295456647873,,1.7241512537002563,
9,9,,0.10358735918998718,,0.6539575457572937,,0.10366234928369522,,0.6266465187072754,,0.8705497980117798,,2.358403444290161
9,9,0.10358735918998718,,0.6539575457572937,,0.10366234928369522,,0.6266465187072754,,0.8705497980117798,,2.358403444290161,
10,10,,0.06808867305517197,,0.6533662676811218,,0.10781536251306534,,0.6151392459869385,,0.7165930271148682,,2.1610026359558105
10,10,0.06808867305517197,,0.6533662676811218,,0.10781536251306534,,0.6151392459869385,,0.7165930271148682,,2.1610026359558105,
11,11,,0.090168796479702,,0.6527535319328308,,0.20260460674762726,,0.6066258549690247,,0.03136327117681503,,1.5835161209106445
11,11,0.090168796479702,,0.6527535319328308,,0.20260460674762726,,0.6066258549690247,,0.03136327117681503,,1.5835161209106445,
12,12,,0.07888437807559967,,0.6532032489776611,,0.16242603957653046,,0.6074405312538147,,0.20602671802043915,,1.7079808712005615
12,12,0.07888437807559967,,0.6532032489776611,,0.16242603957653046,,0.6074405312538147,,0.20602671802043915,,1.7079808712005615,
13,13,,0.09649013727903366,,0.6521369218826294,,0.2034284919500351,,0.6059730648994446,,0.08351438492536545,,1.6415430307388306
13,13,0.09649013727903366,,0.6521369218826294,,0.2034284919500351,,0.6059730648994446,,0.08351438492536545,,1.6415430307388306,
14,14,,0.1177997961640358,,0.6517749428749084,,0.12658828496932983,,0.5998178720474243,,0.03613004460930824,,1.5321109294891357
14,14,0.1177997961640358,,0.6517749428749084,,0.12658828496932983,,0.5998178720474243,,0.03613004460930824,,1.5321109294891357,
15,15,,0.08479417115449905,,0.6511849761009216,,0.11934196203947067,,0.6027960181236267,,0.06751084327697754,,1.5256279706954956
15,15,0.08479417115449905,,0.6511849761009216,,0.11934196203947067,,0.6027960181236267,,0.06751084327697754,,1.5256279706954956,
16,16,,0.09832450747489929,,0.6509242653846741,,0.23521502315998077,,0.5889909267425537,,0.06431686878204346,,1.637771725654602
16,16,0.09832450747489929,,0.6509242653846741,,0.23521502315998077,,0.5889909267425537,,0.06431686878204346,,1.637771725654602,
17,17,,0.07119079679250717,,0.6500409841537476,,0.1466711014509201,,0.6013539433479309,,0.11780466884374619,,1.5870614051818848
17,17,0.07119079679250717,,0.6500409841537476,,0.1466711014509201,,0.6013539433479309,,0.11780466884374619,,1.5870614051818848,
18,18,,0.08018094301223755,,0.6505192518234253,,0.15170568227767944,,0.6060071587562561,,0.24728809297084808,,1.735701084136963
18,18,0.08018094301223755,,0.6505192518234253,,0.15170568227767944,,0.6060071587562561,,0.24728809297084808,,1.735701084136963,
19,19,,0.06846132129430771,,0.6502929329872131,,0.09327952563762665,,0.6142687797546387,,0.6156140565872192,,2.041916608810425
19,19,0.06846132129430771,,0.6502929329872131,,0.09327952563762665,,0.6142687797546387,,0.6156140565872192,,2.041916608810425,
