epoch,step,train/loss_box_reg_epoch,train/loss_box_reg_step,train/loss_classifier_epoch,train/loss_classifier_step,train/loss_mask_epoch,train/loss_mask_step,train/loss_objectness_epoch,train/loss_objectness_step,train/loss_rpn_box_reg_epoch,train/loss_rpn_box_reg_step,train/total_loss_epoch,train/total_loss_step
0,0,,0.0,,0.6990354657173157,,0.0,,0.6837486624717712,,0.0,,1.382784128189087
0,0,0.0,,0.6990354657173157,,0.0,,0.6837486624717712,,0.0,,1.382784128189087,
1,1,,0.0,,0.6989661455154419,,0.0,,0.6831051111221313,,0.0,,1.3820712566375732
1,1,0.0,,0.6989661455154419,,0.0,,0.6831051111221313,,0.0,,1.3820712566375732,
2,2,,0.0,,0.6988338828086853,,0.0,,0.6823259592056274,,0.0,,1.381159782409668
2,2,0.0,,0.6988338828086853,,0.0,,0.6823259592056274,,0.0,,1.381159782409668,
3,3,,0.0,,0.6986399292945862,,0.0,,0.6950833797454834,,0.0,,1.3937232494354248
3,3,0.0,,0.6986399292945862,,0.0,,0.6950833797454834,,0.0,,1.3937232494354248,
4,4,,0.0,,0.6983960866928101,,0.0,,0.6832515001296997,,0.0,,1.3816475868225098
4,4,0.0,,0.6983960866928101,,0.0,,0.6832515001296997,,0.0,,1.3816475868225098,
5,5,,0.0,,0.698106586933136,,0.0,,0.6871708631515503,,0.0,,1.385277509689331
5,5,0.0,,0.698106586933136,,0.0,,0.6871708631515503,,0.0,,1.385277509689331,
6,6,,0.0,,0.6977755427360535,,0.0,,0.685983419418335,,0.0,,1.3837590217590332
6,6,0.0,,0.6977755427360535,,0.0,,0.685983419418335,,0.0,,1.3837590217590332,
7,7,,0.0,,0.6974074244499207,,0.0,,0.6940745115280151,,0.0,,1.391481876373291
7,7,0.0,,0.6974074244499207,,0.0,,0.6940745115280151,,0.0,,1.391481876373291,
8,8,,0.0,,0.6970061659812927,,0.0,,0.6797430515289307,,0.0,,1.3767492771148682
8,8,0.0,,0.6970061659812927,,0.0,,0.6797430515289307,,0.0,,1.3767492771148682,
9,9,,0.0,,0.6969651579856873,,0.0,,0.6808217763900757,,0.0,,1.3777868747711182
9,9,0.0,,0.6969651579856873,,0.0,,0.6808217763900757,,0.0,,1.3777868747711182,
10,10,,0.0,,0.6969167590141296,,0.0,,0.6852147579193115,,0.0,,1.382131576538086
10,10,0.0,,0.6969167590141296,,0.0,,0.6852147579193115,,0.0,,1.382131576538086,
11,11,,0.0,,0.696870744228363,,0.0,,0.6801530122756958,,0.0,,1.377023696899414
11,11,0.0,,0.696870744228363,,0.0,,0.6801530122756958,,0.0,,1.377023696899414,
12,12,,0.0,,0.69683438539505,,0.0,,0.6859740614891052,,0.0,,1.3828084468841553
12,12,0.0,,0.69683438539505,,0.0,,0.6859740614891052,,0.0,,1.3828084468841553,
13,13,,0.0,,0.6967664361000061,,0.0,,0.6740270853042603,,0.0,,1.3707935810089111
13,13,0.0,,0.6967664361000061,,0.0,,0.6740270853042603,,0.0,,1.3707935810089111,
14,14,,0.0,,0.6967111229896545,,0.0,,0.6824483275413513,,0.0,,1.3791594505310059
14,14,0.0,,0.6967111229896545,,0.0,,0.6824483275413513,,0.0,,1.3791594505310059,
15,15,,0.0,,0.6966559290885925,,0.0,,0.6879990100860596,,0.0,,1.3846549987792969
15,15,0.0,,0.6966559290885925,,0.0,,0.6879990100860596,,0.0,,1.3846549987792969,
16,16,,0.0,,0.6966030597686768,,0.0,,0.6869782209396362,,0.0,,1.383581280708313
16,16,0.0,,0.6966030597686768,,0.0,,0.6869782209396362,,0.0,,1.383581280708313,
17,17,,0.0,,0.6965951323509216,,0.0,,0.6831830739974976,,0.0,,1.3797781467437744
17,17,0.0,,0.6965951323509216,,0.0,,0.6831830739974976,,0.0,,1.3797781467437744,
18,18,,0.0,,0.696605384349823,,0.0,,0.6883074641227722,,0.0,,1.3849128484725952
18,18,0.0,,0.696605384349823,,0.0,,0.6883074641227722,,0.0,,1.3849128484725952,
19,19,,0.0,,0.6965802311897278,,0.0,,0.6834308505058289,,0.0,,1.3800110816955566
19,19,0.0,,0.6965802311897278,,0.0,,0.6834308505058289,,0.0,,1.3800110816955566,
