epoch,step,train_box_loss_epoch,train_box_loss_step,train_center_loss_epoch,train_center_loss_step,train_instance_cls_loss_epoch,train_instance_cls_loss_step,train_mask_loss_epoch,train_mask_loss_step,train_semantic_loss_epoch,train_semantic_loss_step,train_total_loss_epoch,train_total_loss_step
60,60,,118.91878509521484,,0.19327743351459503,,0.6809340715408325,,0.3612130582332611,,0.10386914759874344,,120.2580795288086
60,60,118.91878509521484,,0.19327743351459503,,0.6809340715408325,,0.3612130582332611,,0.10386914759874344,,120.2580795288086,
61,61,,157.292724609375,,0.1883932203054428,,0.6566194295883179,,0.35791096091270447,,0.17040731012821198,,158.66604614257812
61,61,157.292724609375,,0.1883932203054428,,0.6566194295883179,,0.35791096091270447,,0.17040731012821198,,158.66604614257812,
62,62,,201.004638671875,,0.1791805624961853,,0.651919960975647,,0.34698575735092163,,0.12276799231767654,,202.30548095703125
62,62,201.004638671875,,0.1791805624961853,,0.651919960975647,,0.34698575735092163,,0.12276799231767654,,202.30548095703125,
63,63,,54.91542434692383,,0.16985464096069336,,0.6986402869224548,,0.33492863178253174,,0.11978111416101456,,56.23862838745117
63,63,54.91542434692383,,0.16985464096069336,,0.6986402869224548,,0.33492863178253174,,0.11978111416101456,,56.23862838745117,
64,64,,113.2589340209961,,0.1877271682024002,,0.6873847246170044,,0.34677812457084656,,0.1116233840584755,,114.59244537353516
64,64,113.2589340209961,,0.1877271682024002,,0.6873847246170044,,0.34677812457084656,,0.1116233840584755,,114.59244537353516,
65,65,,93.3645248413086,,0.20454204082489014,,0.6941854953765869,,0.3432910144329071,,0.2127368301153183,,94.81928253173828
65,65,93.3645248413086,,0.20454204082489014,,0.6941854953765869,,0.3432910144329071,,0.2127368301153183,,94.81928253173828,
66,66,,112.82767486572266,,0.2076067179441452,,0.685022234916687,,0.35196900367736816,,0.0987185686826706,,114.17098999023438
66,66,112.82767486572266,,0.2076067179441452,,0.685022234916687,,0.35196900367736816,,0.0987185686826706,,114.17098999023438,
67,67,,136.2037811279297,,0.18716169893741608,,0.6826661825180054,,0.3411253094673157,,0.14078578352928162,,137.55551147460938
67,67,136.2037811279297,,0.18716169893741608,,0.6826661825180054,,0.3411253094673157,,0.14078578352928162,,137.55551147460938,
68,68,,157.0700225830078,,0.22146056592464447,,0.6709789633750916,,0.36626726388931274,,0.3264164626598358,,158.6551513671875
68,68,157.0700225830078,,0.22146056592464447,,0.6709789633750916,,0.36626726388931274,,0.3264164626598358,,158.6551513671875,
69,69,,98.67115020751953,,0.17705973982810974,,0.6965867280960083,,0.3280135989189148,,0.22419635951519012,,100.09700012207031
69,69,98.67115020751953,,0.17705973982810974,,0.6965867280960083,,0.3280135989189148,,0.22419635951519012,,100.09700012207031,
70,70,,63.26716995239258,,0.1765979677438736,,0.6895431876182556,,0.3254416584968567,,0.13513925671577454,,64.59388732910156
70,70,63.26716995239258,,0.1765979677438736,,0.6895431876182556,,0.3254416584968567,,0.13513925671577454,,64.59388732910156,
71,71,,70.62918090820312,,0.16193489730358124,,0.7013870477676392,,0.3179668188095093,,0.3154459595680237,,72.12591552734375
71,71,70.62918090820312,,0.16193489730358124,,0.7013870477676392,,0.3179668188095093,,0.3154459595680237,,72.12591552734375,
72,72,,172.60232543945312,,0.19628699123859406,,0.6633089780807495,,0.3335154056549072,,0.1211228296160698,,173.91656494140625
72,72,172.60232543945312,,0.19628699123859406,,0.6633089780807495,,0.3335154056549072,,0.1211228296160698,,173.91656494140625,
73,73,,141.8900604248047,,0.1927306056022644,,0.6895014643669128,,0.3239139914512634,,0.1334158480167389,,143.2296142578125
73,73,141.8900604248047,,0.1927306056022644,,0.6895014643669128,,0.3239139914512634,,0.1334158480167389,,143.2296142578125,
74,74,,213.8035888671875,,0.20824825763702393,,0.6581429243087769,,0.3314664363861084,,0.15142104029655457,,215.15286254882812
74,74,213.8035888671875,,0.20824825763702393,,0.6581429243087769,,0.3314664363861084,,0.15142104029655457,,215.15286254882812,
75,75,,78.35894775390625,,0.1902036964893341,,0.6943265199661255,,0.32813555002212524,,0.1602611541748047,,79.73187255859375
75,75,78.35894775390625,,0.1902036964893341,,0.6943265199661255,,0.32813555002212524,,0.1602611541748047,,79.73187255859375,
76,76,,141.3114013671875,,0.20179039239883423,,0.662558913230896,,0.3313398063182831,,0.21842722594738007,,142.7255096435547
76,76,141.3114013671875,,0.20179039239883423,,0.662558913230896,,0.3313398063182831,,0.21842722594738007,,142.7255096435547,
77,77,,132.82217407226562,,0.1990298628807068,,0.6697230935096741,,0.29436033964157104,,0.09806594252586365,,134.08334350585938
77,77,132.82217407226562,,0.1990298628807068,,0.6697230935096741,,0.29436033964157104,,0.09806594252586365,,134.08334350585938,
78,78,,103.8156509399414,,0.16012664139270782,,0.6794753670692444,,0.30802929401397705,,0.15716107189655304,,105.12044525146484
78,78,103.8156509399414,,0.16012664139270782,,0.6794753670692444,,0.30802929401397705,,0.15716107189655304,,105.12044525146484,
79,79,,120.53759765625,,0.1904870569705963,,0.6843825578689575,,0.31478825211524963,,0.11002937704324722,,121.8372802734375
79,79,120.53759765625,,0.1904870569705963,,0.6843825578689575,,0.31478825211524963,,0.11002937704324722,,121.8372802734375,
80,80,,142.91758728027344,,0.15859538316726685,,0.6767500638961792,,0.3039219379425049,,0.12470953911542892,,144.1815643310547
80,80,142.91758728027344,,0.15859538316726685,,0.6767500638961792,,0.3039219379425049,,0.12470953911542892,,144.1815643310547,
81,81,,108.9498291015625,,0.13859052956104279,,0.6944413185119629,,0.2514527142047882,,0.10044406354427338,,110.13475799560547
81,81,108.9498291015625,,0.13859052956104279,,0.6944413185119629,,0.2514527142047882,,0.10044406354427338,,110.13475799560547,
82,82,,107.01956939697266,,0.18290196359157562,,0.6830729842185974,,0.3013874888420105,,0.10280400514602661,,108.28973388671875
82,82,107.01956939697266,,0.18290196359157562,,0.6830729842185974,,0.3013874888420105,,0.10280400514602661,,108.28973388671875,
83,83,,107.67557525634766,,0.1747046858072281,,0.6661068797111511,,0.3089255094528198,,0.14116202294826508,,108.96646881103516
83,83,107.67557525634766,,0.1747046858072281,,0.6661068797111511,,0.3089255094528198,,0.14116202294826508,,108.96646881103516,
84,84,,156.31924438476562,,0.1693527102470398,,0.6789068579673767,,0.3071589469909668,,0.14816245436668396,,157.62283325195312
84,84,156.31924438476562,,0.1693527102470398,,0.6789068579673767,,0.3071589469909668,,0.14816245436668396,,157.62283325195312,
85,85,,122.5283203125,,0.17923478782176971,,0.6788120269775391,,0.3178336024284363,,0.20942160487174988,,123.91361999511719
85,85,122.5283203125,,0.17923478782176971,,0.6788120269775391,,0.3178336024284363,,0.20942160487174988,,123.91361999511719,
86,86,,79.5646743774414,,0.1770676225423813,,0.7024466395378113,,0.3039409816265106,,0.13339298963546753,,80.88152313232422
86,86,79.5646743774414,,0.1770676225423813,,0.7024466395378113,,0.3039409816265106,,0.13339298963546753,,80.88152313232422,
87,87,,100.28558349609375,,0.16579985618591309,,0.6998574733734131,,0.2941731810569763,,0.11615906655788422,,101.56157684326172
87,87,100.28558349609375,,0.16579985618591309,,0.6998574733734131,,0.2941731810569763,,0.11615906655788422,,101.56157684326172,
88,88,,175.80404663085938,,0.16500835120677948,,0.6625905632972717,,0.29716914892196655,,0.16437888145446777,,177.09320068359375
88,88,175.80404663085938,,0.16500835120677948,,0.6625905632972717,,0.29716914892196655,,0.16437888145446777,,177.09320068359375,
89,89,,100.69181060791016,,0.1617247611284256,,0.6811828017234802,,0.29239511489868164,,0.12510034441947937,,101.95221710205078
89,89,100.69181060791016,,0.1617247611284256,,0.6811828017234802,,0.29239511489868164,,0.12510034441947937,,101.95221710205078,
90,90,,134.89474487304688,,0.18026195466518402,,0.686513364315033,,0.30196166038513184,,0.10042118281126022,,136.1638946533203
90,90,134.89474487304688,,0.18026195466518402,,0.686513364315033,,0.30196166038513184,,0.10042118281126022,,136.1638946533203,
91,91,,176.94903564453125,,0.1638433039188385,,0.66751629114151,,0.2475285679101944,,0.12240950763225555,,178.15032958984375
91,91,176.94903564453125,,0.1638433039188385,,0.66751629114151,,0.2475285679101944,,0.12240950763225555,,178.15032958984375,
92,92,,142.29896545410156,,0.1617051512002945,,0.6810020208358765,,0.2894071340560913,,0.09871212393045425,,143.52980041503906
92,92,142.29896545410156,,0.1617051512002945,,0.6810020208358765,,0.2894071340560913,,0.09871212393045425,,143.52980041503906,
93,93,,133.41900634765625,,0.17870859801769257,,0.6919083595275879,,0.29639148712158203,,0.0889706090092659,,134.67498779296875
93,93,133.41900634765625,,0.17870859801769257,,0.6919083595275879,,0.29639148712158203,,0.0889706090092659,,134.67498779296875,
94,94,,88.96723937988281,,0.16655361652374268,,0.6781275868415833,,0.2946956753730774,,0.12484264373779297,,90.23146057128906
94,94,88.96723937988281,,0.16655361652374268,,0.6781275868415833,,0.2946956753730774,,0.12484264373779297,,90.23146057128906,
95,95,,220.98301696777344,,0.15873010456562042,,0.647576093673706,,0.2935043275356293,,0.12984882295131683,,222.21267700195312
95,95,220.98301696777344,,0.15873010456562042,,0.647576093673706,,0.2935043275356293,,0.12984882295131683,,222.21267700195312,
96,96,,93.31863403320312,,0.16500265896320343,,0.6854048371315002,,0.2794458568096161,,0.10761398077011108,,94.55609893798828
96,96,93.31863403320312,,0.16500265896320343,,0.6854048371315002,,0.2794458568096161,,0.10761398077011108,,94.55609893798828,
97,97,,82.21639251708984,,0.15038226544857025,,0.6975284814834595,,0.29419633746147156,,0.1642768681049347,,83.52277374267578
97,97,82.21639251708984,,0.15038226544857025,,0.6975284814834595,,0.29419633746147156,,0.1642768681049347,,83.52277374267578,
98,98,,112.78659057617188,,0.1289968341588974,,0.6759307980537415,,0.23541422188282013,,0.11361334472894669,,113.94054412841797
98,98,112.78659057617188,,0.1289968341588974,,0.6759307980537415,,0.23541422188282013,,0.11361334472894669,,113.94054412841797,
99,99,,121.5113754272461,,0.1573638617992401,,0.6890827417373657,,0.2815732955932617,,0.12254515290260315,,122.76193237304688
99,99,121.5113754272461,,0.1573638617992401,,0.6890827417373657,,0.2815732955932617,,0.12254515290260315,,122.76193237304688,
100,100,,183.61434936523438,,0.16089846193790436,,0.6719725131988525,,0.3036157190799713,,0.126267671585083,,184.87710571289062
100,100,183.61434936523438,,0.16089846193790436,,0.6719725131988525,,0.3036157190799713,,0.126267671585083,,184.87710571289062,
101,101,,179.98460388183594,,0.16557806730270386,,0.6690089106559753,,0.2905416488647461,,0.10210056602954865,,181.2118377685547
101,101,179.98460388183594,,0.16557806730270386,,0.6690089106559753,,0.2905416488647461,,0.10210056602954865,,181.2118377685547,
102,102,,162.07171630859375,,0.1607944667339325,,0.6746463775634766,,0.2845158576965332,,0.12843351066112518,,163.3201141357422
102,102,162.07171630859375,,0.1607944667339325,,0.6746463775634766,,0.2845158576965332,,0.12843351066112518,,163.3201141357422,
103,103,,47.78976058959961,,0.14450395107269287,,0.72378009557724,,0.2690131962299347,,0.18860143423080444,,49.11566162109375
103,103,47.78976058959961,,0.14450395107269287,,0.72378009557724,,0.2690131962299347,,0.18860143423080444,,49.11566162109375,
104,104,,75.89031982421875,,0.16071628034114838,,0.6948352456092834,,0.2976948022842407,,0.08834352344274521,,77.13190460205078
104,104,75.89031982421875,,0.16071628034114838,,0.6948352456092834,,0.2976948022842407,,0.08834352344274521,,77.13190460205078,
