epoch,step,train/loss_box_reg_epoch,train/loss_box_reg_step,train/loss_classifier_epoch,train/loss_classifier_step,train/loss_mask_epoch,train/loss_mask_step,train/loss_objectness_epoch,train/loss_objectness_step,train/loss_rpn_box_reg_epoch,train/loss_rpn_box_reg_step,train/total_loss_epoch,train/total_loss_step
0,0,,0.10366931557655334,,0.7078554034233093,,0.1728406846523285,,0.6948923468589783,,0.09158210456371307,,1.7708399295806885
0,0,0.10366931557655334,,0.7078554034233093,,0.1728406846523285,,0.6948923468589783,,0.09158210456371307,,1.7708399295806885,
1,1,,0.07318703830242157,,0.7074930667877197,,0.15724311769008636,,0.6938806772232056,,0.09097802639007568,,1.7227818965911865
1,1,0.07318703830242157,,0.7074930667877197,,0.15724311769008636,,0.6938806772232056,,0.09097802639007568,,1.7227818965911865,
2,2,,0.10310938209295273,,0.7079222798347473,,0.15083494782447815,,0.6892483234405518,,0.02360733598470688,,1.6747221946716309
2,2,0.10310938209295273,,0.7079222798347473,,0.15083494782447815,,0.6892483234405518,,0.02360733598470688,,1.6747221946716309,
3,3,,0.0705757588148117,,0.7077574133872986,,0.15748006105422974,,0.6928448677062988,,0.2142479121685028,,1.8429059982299805
3,3,0.0705757588148117,,0.7077574133872986,,0.15748006105422974,,0.6928448677062988,,0.2142479121685028,,1.8429059982299805,
4,4,,0.08950988948345184,,0.7077192664146423,,0.13434921205043793,,0.6924406886100769,,2.1750473976135254,,3.7990665435791016
4,4,0.08950988948345184,,0.7077192664146423,,0.13434921205043793,,0.6924406886100769,,2.1750473976135254,,3.7990665435791016,
5,5,,0.09895648062229156,,0.7072910070419312,,0.22009781002998352,,0.6960949897766113,,0.26655980944633484,,1.9890000820159912
5,5,0.09895648062229156,,0.7072910070419312,,0.22009781002998352,,0.6960949897766113,,0.26655980944633484,,1.9890000820159912,
6,6,,0.0692683607339859,,0.7069433927536011,,0.1665596216917038,,0.683132529258728,,1.0567305088043213,,2.6826345920562744
6,6,0.0692683607339859,,0.7069433927536011,,0.1665596216917038,,0.683132529258728,,1.0567305088043213,,2.6826345920562744,
7,7,,0.13283196091651917,,0.7072243690490723,,0.29419559240341187,,0.6970953941345215,,0.1258689910173416,,1.9572162628173828
7,7,0.13283196091651917,,0.7072243690490723,,0.29419559240341187,,0.6970953941345215,,0.1258689910173416,,1.9572162628173828,
8,8,,0.10209539532661438,,0.7059447169303894,,0.14308002591133118,,0.6996375322341919,,0.04934114217758179,,1.7000987529754639
8,8,0.10209539532661438,,0.7059447169303894,,0.14308002591133118,,0.6996375322341919,,0.04934114217758179,,1.7000987529754639,
9,9,,0.07460789382457733,,0.7066019177436829,,0.1496572196483612,,0.6934608817100525,,0.02027650736272335,,1.6446044445037842
9,9,0.07460789382457733,,0.7066019177436829,,0.1496572196483612,,0.6934608817100525,,0.02027650736272335,,1.6446044445037842,
10,10,,0.11158914864063263,,0.7066131830215454,,0.1539216786623001,,0.6959466934204102,,0.28202134370803833,,1.9500921964645386
10,10,0.11158914864063263,,0.7066131830215454,,0.1539216786623001,,0.6959466934204102,,0.28202134370803833,,1.9500921964645386,
11,11,,0.08513033390045166,,0.7058798670768738,,0.13887229561805725,,0.6935502886772156,,1.5893216133117676,,3.212754487991333
11,11,0.08513033390045166,,0.7058798670768738,,0.13887229561805725,,0.6935502886772156,,1.5893216133117676,,3.212754487991333,
12,12,,0.07901190966367722,,0.706416130065918,,0.16177615523338318,,0.6870666742324829,,0.02530929632484913,,1.6595802307128906
12,12,0.07901190966367722,,0.706416130065918,,0.16177615523338318,,0.6870666742324829,,0.02530929632484913,,1.6595802307128906,
13,13,,0.08807697147130966,,0.7063173651695251,,0.13815727829933167,,0.6858087778091431,,1.729843020439148,,3.348203659057617
13,13,0.08807697147130966,,0.7063173651695251,,0.13815727829933167,,0.6858087778091431,,1.729843020439148,,3.348203659057617,
14,14,,0.0831274688243866,,0.7061097621917725,,0.14087529480457306,,0.6973556280136108,,0.9860579967498779,,2.6135263442993164
14,14,0.0831274688243866,,0.7061097621917725,,0.14087529480457306,,0.6973556280136108,,0.9860579967498779,,2.6135263442993164,
15,15,,0.08404701948165894,,0.7063747644424438,,0.36431172490119934,,0.6853389739990234,,0.017983753234148026,,1.8580563068389893
15,15,0.08404701948165894,,0.7063747644424438,,0.36431172490119934,,0.6853389739990234,,0.017983753234148026,,1.8580563068389893,
16,16,,0.06869218498468399,,0.706321120262146,,0.22937045991420746,,0.6909207105636597,,0.5837267637252808,,2.2790310382843018
16,16,0.06869218498468399,,0.706321120262146,,0.22937045991420746,,0.6909207105636597,,0.5837267637252808,,2.2790310382843018,
17,17,,0.08138348907232285,,0.7055867314338684,,0.14090801775455475,,0.6981304287910461,,0.18634119629859924,,1.812349796295166
17,17,0.08138348907232285,,0.7055867314338684,,0.14090801775455475,,0.6981304287910461,,0.18634119629859924,,1.812349796295166,
18,18,,0.07404689490795135,,0.7058379650115967,,0.13296715915203094,,0.6923285722732544,,0.0434749461710453,,1.6486555337905884
18,18,0.07404689490795135,,0.7058379650115967,,0.13296715915203094,,0.6923285722732544,,0.0434749461710453,,1.6486555337905884,
19,19,,0.11360593140125275,,0.7055222392082214,,0.13215278089046478,,0.6939192414283752,,1.279191017150879,,2.924391269683838
19,19,0.11360593140125275,,0.7055222392082214,,0.13215278089046478,,0.6939192414283752,,1.279191017150879,,2.924391269683838,
20,20,,0.09175926446914673,,0.7056213617324829,,0.13066917657852173,,0.6919857263565063,,1.8168467283248901,,3.4368820190429688
20,20,0.09175926446914673,,0.7056213617324829,,0.13066917657852173,,0.6919857263565063,,1.8168467283248901,,3.4368820190429688,
21,21,,0.10610300302505493,,0.7058789134025574,,0.1526268720626831,,0.6916247606277466,,0.16507014632225037,,1.8213037252426147
21,21,0.10610300302505493,,0.7058789134025574,,0.1526268720626831,,0.6916247606277466,,0.16507014632225037,,1.8213037252426147,
22,22,,0.03384169191122055,,0.7064904570579529,,0.1365416944026947,,0.6895129084587097,,0.49430137872695923,,2.0606882572174072
22,22,0.03384169191122055,,0.7064904570579529,,0.1365416944026947,,0.6895129084587097,,0.49430137872695923,,2.0606882572174072,
23,23,,0.10816198587417603,,0.7059192061424255,,0.14024507999420166,,0.7011839151382446,,1.2184664011001587,,2.873976707458496
23,23,0.10816198587417603,,0.7059192061424255,,0.14024507999420166,,0.7011839151382446,,1.2184664011001587,,2.873976707458496,
24,24,,0.13520921766757965,,0.7063300013542175,,0.1641758680343628,,0.688903272151947,,0.3266947865486145,,2.021313190460205
24,24,0.13520921766757965,,0.7063300013542175,,0.1641758680343628,,0.688903272151947,,0.3266947865486145,,2.021313190460205,
25,25,,0.08007416129112244,,0.7063266038894653,,0.7840976119041443,,0.6848351955413818,,0.5023860931396484,,2.7577197551727295
25,25,0.08007416129112244,,0.7063266038894653,,0.7840976119041443,,0.6848351955413818,,0.5023860931396484,,2.7577197551727295,
26,26,,0.09892063587903976,,0.7060148119926453,,0.14011061191558838,,0.6942709684371948,,0.9104932546615601,,2.5498104095458984
26,26,0.09892063587903976,,0.7060148119926453,,0.14011061191558838,,0.6942709684371948,,0.9104932546615601,,2.5498104095458984,
27,27,,0.08731992542743683,,0.7057547569274902,,0.16286331415176392,,0.6954158544540405,,0.7190796136856079,,2.3704333305358887
27,27,0.08731992542743683,,0.7057547569274902,,0.16286331415176392,,0.6954158544540405,,0.7190796136856079,,2.3704333305358887,
28,28,,0.09901312738656998,,0.7058057188987732,,0.2753778100013733,,0.7004229426383972,,0.45012030005455017,,2.2307398319244385
28,28,0.09901312738656998,,0.7058057188987732,,0.2753778100013733,,0.7004229426383972,,0.45012030005455017,,2.2307398319244385,
29,29,,0.0765247642993927,,0.7061180472373962,,0.1273774355649948,,0.6848183274269104,,0.38895073533058167,,1.983789324760437
29,29,0.0765247642993927,,0.7061180472373962,,0.1273774355649948,,0.6848183274269104,,0.38895073533058167,,1.983789324760437,
30,30,,0.11326885223388672,,0.706014096736908,,0.13012878596782684,,0.6885437369346619,,0.0773233026266098,,1.7152787446975708
30,30,0.11326885223388672,,0.706014096736908,,0.13012878596782684,,0.6885437369346619,,0.0773233026266098,,1.7152787446975708,
31,31,,0.07390943914651871,,0.7062700986862183,,0.14600901305675507,,0.6868663430213928,,0.24534882605075836,,1.8584035634994507
31,31,0.07390943914651871,,0.7062700986862183,,0.14600901305675507,,0.6868663430213928,,0.24534882605075836,,1.8584035634994507,
32,32,,0.096010722219944,,0.705541729927063,,0.17311938107013702,,0.6925254464149475,,0.09897024929523468,,1.7661675214767456
32,32,0.096010722219944,,0.705541729927063,,0.17311938107013702,,0.6925254464149475,,0.09897024929523468,,1.7661675214767456,
33,33,,0.0,,0.7065309286117554,,0.0,,0.6923624277114868,,0.0,,1.3988933563232422
33,33,0.0,,0.7065309286117554,,0.0,,0.6923624277114868,,0.0,,1.3988933563232422,
34,34,,0.0858362466096878,,0.7055980563163757,,0.430392324924469,,0.6894646883010864,,0.26423031091690063,,2.1755216121673584
34,34,0.0858362466096878,,0.7055980563163757,,0.430392324924469,,0.6894646883010864,,0.26423031091690063,,2.1755216121673584,
35,35,,0.0,,0.7065281867980957,,0.0,,0.6789646148681641,,0.00545187434181571,,1.3909447193145752
35,35,0.0,,0.7065281867980957,,0.0,,0.6789646148681641,,0.00545187434181571,,1.3909447193145752,
36,36,,0.08261757344007492,,0.7060123085975647,,0.13521282374858856,,0.7008368968963623,,2.285274028778076,,3.9099535942077637
36,36,0.08261757344007492,,0.7060123085975647,,0.13521282374858856,,0.7008368968963623,,2.285274028778076,,3.9099535942077637,
37,37,,0.09289843589067459,,0.7059588432312012,,0.148606538772583,,0.6917144656181335,,0.527301013469696,,2.1664793491363525
37,37,0.09289843589067459,,0.7059588432312012,,0.148606538772583,,0.6917144656181335,,0.527301013469696,,2.1664793491363525,
38,38,,0.09981782734394073,,0.7058013677597046,,0.17166189849376678,,0.6928397417068481,,1.4522039890289307,,3.1223249435424805
38,38,0.09981782734394073,,0.7058013677597046,,0.17166189849376678,,0.6928397417068481,,1.4522039890289307,,3.1223249435424805,
39,39,,0.07605522871017456,,0.706163763999939,,0.1340121179819107,,0.6996536254882812,,2.4020113945007324,,4.0178961753845215
39,39,0.07605522871017456,,0.706163763999939,,0.1340121179819107,,0.6996536254882812,,2.4020113945007324,,4.0178961753845215,
40,40,,0.0965019017457962,,0.7058547139167786,,0.1793438047170639,,0.7013596892356873,,1.1743972301483154,,2.857457160949707
40,40,0.0965019017457962,,0.7058547139167786,,0.1793438047170639,,0.7013596892356873,,1.1743972301483154,,2.857457160949707,
41,41,,0.09107165783643723,,0.7058530449867249,,0.3912149965763092,,0.6893307566642761,,0.38614803552627563,,2.2636184692382812
41,41,0.09107165783643723,,0.7058530449867249,,0.3912149965763092,,0.6893307566642761,,0.38614803552627563,,2.2636184692382812,
42,42,,0.08954832702875137,,0.7057514786720276,,0.16623912751674652,,0.6855517625808716,,0.4374368190765381,,2.0845274925231934
42,42,0.08954832702875137,,0.7057514786720276,,0.16623912751674652,,0.6855517625808716,,0.4374368190765381,,2.0845274925231934,
43,43,,0.09678973257541656,,0.7059080600738525,,0.14210590720176697,,0.7041379809379578,,0.1980505883693695,,1.8469922542572021
43,43,0.09678973257541656,,0.7059080600738525,,0.14210590720176697,,0.7041379809379578,,0.1980505883693695,,1.8469922542572021,
44,44,,0.08116765320301056,,0.7061148285865784,,0.1346924602985382,,0.6929848194122314,,2.762775421142578,,4.377735614776611
44,44,0.08116765320301056,,0.7061148285865784,,0.1346924602985382,,0.6929848194122314,,2.762775421142578,,4.377735614776611,
45,45,,0.07086015492677689,,0.7061616778373718,,0.13877446949481964,,0.6868090033531189,,1.2779076099395752,,2.8805129528045654
45,45,0.07086015492677689,,0.7061616778373718,,0.13877446949481964,,0.6868090033531189,,1.2779076099395752,,2.8805129528045654,
46,46,,0.10553520172834396,,0.7062187790870667,,0.12437796592712402,,0.695137619972229,,0.018586115911602974,,1.649855613708496
46,46,0.10553520172834396,,0.7062187790870667,,0.12437796592712402,,0.695137619972229,,0.018586115911602974,,1.649855613708496,
47,47,,0.1432640105485916,,0.7064258456230164,,0.14665000140666962,,0.7003863453865051,,0.3494431972503662,,2.0461695194244385
47,47,0.1432640105485916,,0.7064258456230164,,0.14665000140666962,,0.7003863453865051,,0.3494431972503662,,2.0461695194244385,
48,48,,0.0866718664765358,,0.7060632705688477,,0.16804252564907074,,0.6883494853973389,,0.23808851838111877,,1.8872156143188477
48,48,0.0866718664765358,,0.7060632705688477,,0.16804252564907074,,0.6883494853973389,,0.23808851838111877,,1.8872156143188477,
49,49,,0.06849799305200577,,0.7055965662002563,,0.1376931518316269,,0.6914591789245605,,1.5746749639511108,,3.177921772003174
49,49,0.06849799305200577,,0.7055965662002563,,0.1376931518316269,,0.6914591789245605,,1.5746749639511108,,3.177921772003174,
50,50,,0.10384877026081085,,0.7055460810661316,,0.13968944549560547,,0.6983350515365601,,0.20756599307060242,,1.8549853563308716
50,50,0.10384877026081085,,0.7055460810661316,,0.13968944549560547,,0.6983350515365601,,0.20756599307060242,,1.8549853563308716,
51,51,,0.07701729238033295,,0.7061150670051575,,0.15316881239414215,,0.6900970935821533,,0.02444695122539997,,1.6508451700210571
51,51,0.07701729238033295,,0.7061150670051575,,0.15316881239414215,,0.6900970935821533,,0.02444695122539997,,1.6508451700210571,
52,52,,0.10107375681400299,,0.7060094475746155,,0.1423642635345459,,0.6876161098480225,,1.2943000793457031,,2.931363582611084
52,52,0.10107375681400299,,0.7060094475746155,,0.1423642635345459,,0.6876161098480225,,1.2943000793457031,,2.931363582611084,
53,53,,0.08068422228097916,,0.7060620784759521,,0.12982861697673798,,0.691062867641449,,0.02276097796857357,,1.6303986310958862
53,53,0.08068422228097916,,0.7060620784759521,,0.12982861697673798,,0.691062867641449,,0.02276097796857357,,1.6303986310958862,
54,54,,0.09565438330173492,,0.7057503461837769,,0.1599089503288269,,0.6895292401313782,,0.3551701605319977,,2.0060131549835205
54,54,0.09565438330173492,,0.7057503461837769,,0.1599089503288269,,0.6895292401313782,,0.3551701605319977,,2.0060131549835205,
55,55,,0.11263196170330048,,0.7061147689819336,,0.19172169268131256,,0.6852470636367798,,0.12257897853851318,,1.8182944059371948
